tenure,MonthlyCharges,Contract,TotalCharges
36,53.65,One year,1939.35
16,91.55,Month-to-month,1540.05
2,20.55,Month-to-month,33.6
72,104.95,One year,7544.3
24,55.15,Month-to-month,1319.85
42,101.75,Month-to-month,4273.45
45,20.85,Two year,892.15
59,99.5,One year,5961.1
63,96.0,One year,6109.75
1,20.25,Month-to-month,20.25
43,60.0,Two year,2548.55
71,87.25,Two year,6328.7
12,43.8,Month-to-month,540.95
25,19.15,Month-to-month,477.6
72,83.55,Two year,6093.3
6,55.0,Month-to-month,340.4
30,25.35,One year,723.3
46,100.25,One year,4753.85
2,73.25,Month-to-month,131.05
47,106.35,Month-to-month,4849.1
51,34.2,Two year,1782.0
42,20.75,Two year,844.45
62,101.35,Month-to-month,6164.7
5,20.55,Month-to-month,96.1
53,71.85,Month-to-month,3827.9
10,98.7,Month-to-month,973.25
18,57.45,Month-to-month,990.85
1,19.75,Month-to-month,19.75
51,85.5,Two year,4421.95
61,85.55,One year,5251.75
7,44.65,Month-to-month,322.5
50,103.85,Month-to-month,5017.9
4,80.1,Month-to-month,336.15
47,85.2,Month-to-month,3969.35
32,62.45,Month-to-month,2045.55
2,45.25,Month-to-month,85.5
27,36.5,Month-to-month,1032.0
10,55.55,Month-to-month,551.3
1,80.25,Month-to-month,80.25
21,74.05,Month-to-month,1565.7
12,21.05,Month-to-month,235.8
1,19.75,Month-to-month,19.75
51,19.6,Two year,967.9
3,58.7,Month-to-month,168.6
72,107.45,Two year,7576.7
1,44.4,Month-to-month,44.4
5,85.4,Month-to-month,401.1
1,85.05,Month-to-month,85.05
66,25.1,Two year,1697.7
61,75.35,Two year,4729.3
32,99.55,Month-to-month,3204.65
65,19.35,Two year,1319.95
41,101.1,One year,4016.2
14,89.8,Month-to-month,1129.1
2,89.55,Month-to-month,185.55
29,58.0,One year,1734.5
10,51.2,Month-to-month,498.25
32,69.75,Month-to-month,2347.9
7,19.95,Month-to-month,147.5
71,77.35,Two year,5550.1
11,19.5,One year,226.8
2,20.75,Month-to-month,44.2
1,21.05,Month-to-month,21.05
23,19.8,One year,465.45
62,101.15,Two year,6638.35
7,78.55,Month-to-month,522.95
71,113.65,Two year,8166.8
2,87.15,Month-to-month,183.75
72,68.75,Two year,4888.2
71,19.85,Two year,1326.35
12,80.45,Month-to-month,950.2
3,44.3,Month-to-month,134.5
21,99.15,Month-to-month,1956.4
8,19.7,Month-to-month,168.9
10,19.5,One year,225.85
3,49.9,Month-to-month,130.1
52,84.1,Month-to-month,4348.65
58,19.15,Two year,1035.5
36,75.55,One year,2680.15
61,81.05,Two year,4747.65
62,20.05,Two year,1263.9
72,114.85,Two year,8317.95
59,93.35,Month-to-month,5386.5
13,20.4,Month-to-month,251.65
34,90.05,Month-to-month,3097.0
1,45.7,Month-to-month,45.7
22,54.45,Month-to-month,1127.35
71,24.25,Two year,1732.95
49,90.05,Month-to-month,4547.25
9,90.1,Month-to-month,816.8
4,77.85,Month-to-month,299.2
72,25.1,Two year,1790.8
25,99.5,Month-to-month,2369.05
1,25.1,Month-to-month,25.1
42,19.8,One year,849.9
35,99.05,Month-to-month,3554.6
1,24.7,Month-to-month,24.7
3,18.8,Month-to-month,56.0
44,59.85,One year,2603.95
45,95.0,One year,4368.85
1,30.2,Month-to-month,30.2
71,90.55,Two year,6404.0
18,95.95,Month-to-month,1745.5
2,74.9,Month-to-month,136.05
1,50.45,Month-to-month,50.45
33,100.0,Month-to-month,3320.6
72,88.7,Two year,6301.7
71,56.45,One year,3985.35
2,73.55,Month-to-month,145.4
57,20.1,Two year,1087.7
52,50.95,One year,2610.65
49,103.7,Month-to-month,5036.3
1,70.75,Month-to-month,70.75
1,20.9,Month-to-month,20.9
7,20.65,Month-to-month,158.95
18,93.9,Month-to-month,1743.9
2,70.3,Month-to-month,144.0
37,55.05,Month-to-month,2030.75
1,24.05,Month-to-month,24.05
48,45.0,One year,2196.3
37,96.1,Month-to-month,3646.8
3,74.5,Month-to-month,217.45
35,55.0,Month-to-month,2010.55
15,19.9,Month-to-month,320.45
1,20.35,Month-to-month,20.35
72,20.55,Two year,1432.55
18,19.0,Month-to-month,348.8
2,86.25,Month-to-month,181.65
35,55.25,Two year,1924.1
11,48.55,Month-to-month,501.0
26,78.8,Month-to-month,2006.1
37,72.25,Month-to-month,2575.45
56,99.9,Two year,5706.3
69,59.75,Two year,4069.9
71,19.9,Two year,1397.3
62,115.55,Two year,7159.05
50,35.0,Month-to-month,1782.4
62,110.8,One year,6840.95
54,100.05,One year,5299.65
63,86.7,Two year,5309.5
22,57.95,Month-to-month,1271.8
30,19.4,Two year,578.5
57,53.5,One year,3035.8
58,97.8,One year,5458.8
55,44.85,Month-to-month,2479.05
37,101.9,Month-to-month,3545.35
2,54.45,Month-to-month,87.3
49,88.2,Month-to-month,4159.45
24,78.85,Month-to-month,1772.25
29,55.25,One year,1620.2
1,44.7,Month-to-month,44.7
72,109.95,Two year,7852.4
11,64.05,Month-to-month,733.95
7,69.0,Month-to-month,506.9
59,20.6,Two year,1286.0
68,55.9,One year,3848.8
67,94.1,Two year,6302.8
2,79.2,Month-to-month,172.85
31,90.7,Month-to-month,2845.15
16,64.25,Two year,1024.0
1,80.15,Month-to-month,80.15
17,93.85,Month-to-month,1625.65
7,89.15,Month-to-month,574.35
1,20.95,Month-to-month,20.95
10,36.25,Month-to-month,374.0
2,90.35,Month-to-month,190.5
59,90.3,Two year,5194.05
3,75.05,Month-to-month,256.25
72,85.1,Two year,6155.4
22,89.05,Month-to-month,1886.25
13,50.55,Month-to-month,610.75
10,45.25,Month-to-month,428.7
35,46.35,Two year,1662.05
71,99.0,Two year,6994.6
32,74.9,Month-to-month,2303.35
5,55.8,Month-to-month,274.35
31,84.85,Month-to-month,2633.4
46,45.2,Month-to-month,2065.15
20,79.15,Month-to-month,1520.9
10,79.85,Month-to-month,797.25
47,107.35,Month-to-month,5118.95
23,90.15,Month-to-month,2044.95
21,94.3,Month-to-month,1948.35
63,90.05,One year,5817.0
2,50.15,Month-to-month,115.1
5,19.95,Month-to-month,109.6
4,80.25,Month-to-month,303.7
52,66.25,Two year,3330.1
26,19.6,One year,471.85
2,70.2,Month-to-month,115.95
1,20.15,Month-to-month,20.15
44,54.3,Two year,2390.45
2,25.05,Month-to-month,56.35
2,19.85,Month-to-month,52.0
33,107.55,Month-to-month,3645.5
30,95.0,Month-to-month,2852.4
14,100.2,Month-to-month,1369.8
1,19.6,Month-to-month,19.6
12,94.55,Month-to-month,1173.55
41,89.2,Month-to-month,3645.75
9,102.6,Month-to-month,897.75
69,110.25,Two year,7467.55
1,79.9,Month-to-month,79.9
2,20.0,Month-to-month,38.0
2,49.4,Month-to-month,106.55
30,55.65,Two year,1653.85
51,93.5,One year,4619.55
50,100.65,One year,5189.75
69,24.25,Two year,1641.8
70,110.5,Two year,7752.05
52,61.35,Month-to-month,3169.55
18,49.4,Month-to-month,874.8
46,89.15,Month-to-month,4245.55
55,19.35,Two year,1153.25
5,75.55,Month-to-month,349.65
3,86.85,Month-to-month,220.95
6,18.95,Month-to-month,110.15
70,84.1,Two year,5979.7
59,72.1,Two year,4194.85
40,54.55,One year,2236.2
71,19.9,Two year,1355.1
5,80.1,Month-to-month,398.55
10,85.95,Month-to-month,858.6
65,107.45,One year,7047.5
5,24.3,Month-to-month,100.2
1,49.9,Month-to-month,49.9
57,19.4,One year,1061.6
62,81.0,Two year,4985.9
30,69.1,Two year,2093.9
29,33.75,Month-to-month,1009.25
56,24.95,Two year,1468.9
58,45.0,One year,2689.35
35,73.0,One year,2471.25
67,104.6,Two year,6885.75
70,84.8,Two year,5917.55
24,56.25,One year,1454.25
34,56.95,One year,1889.5
71,99.65,Month-to-month,6951.15
4,83.25,Month-to-month,308.05
12,80.85,Month-to-month,866.45
15,51.55,Month-to-month,765.5
46,24.9,One year,1174.8
44,61.9,Month-to-month,2924.05
40,102.65,Month-to-month,4108.15
14,104.85,Month-to-month,1531.4
68,60.65,One year,3975.9
33,61.05,Two year,2018.4
29,20.0,One year,540.05
59,107.0,One year,6152.3
25,74.3,Month-to-month,1952.25
7,69.2,Month-to-month,477.55
16,69.65,Month-to-month,1043.3
38,74.05,One year,2802.3
10,67.8,Month-to-month,653.15
69,19.9,Two year,1363.45
54,55.45,One year,2966.95
53,84.6,One year,4449.75
1,19.9,Month-to-month,19.9
41,74.65,Month-to-month,3090.65
31,20.1,One year,589.25
20,107.05,Month-to-month,2172.05
19,25.35,Month-to-month,566.1
50,75.7,One year,3876.2
27,19.7,Two year,509.3
54,109.75,Two year,6110.2
42,95.05,Month-to-month,3944.5
1,19.0,Month-to-month,19.0
12,19.2,Month-to-month,239.0
49,100.6,One year,5069.65
27,69.05,Month-to-month,1793.25
24,19.55,Two year,470.2
67,105.4,One year,6989.45
2,45.4,Month-to-month,80.95
72,114.1,Two year,8086.4
52,106.5,One year,5621.85
10,74.15,Month-to-month,811.8
72,74.4,Two year,5360.75
7,74.65,Month-to-month,521.1
72,115.75,Two year,8399.15
51,80.75,Month-to-month,4116.9
26,98.1,Month-to-month,2510.7
52,109.1,Month-to-month,5647.95
47,20.55,One year,1013.05
36,18.55,Two year,689.0
3,19.85,Month-to-month,63.75
1,71.25,Month-to-month,71.25
12,43.65,Month-to-month,526.95
72,111.9,Two year,8071.05
12,20.05,Month-to-month,265.45
1,95.1,Month-to-month,95.1
30,70.4,One year,2044.75
42,49.55,Month-to-month,2077.95
3,69.35,Month-to-month,191.35
13,89.05,Month-to-month,1169.35
12,100.15,Month-to-month,1164.3
57,100.6,Month-to-month,5746.15
32,85.0,Month-to-month,2642.05
68,76.9,One year,5023.0
8,19.85,Two year,146.6
1,20.2,Month-to-month,20.2
46,20.1,Two year,936.85
10,95.25,Month-to-month,1021.55
4,29.9,Month-to-month,118.25
1,46.3,Month-to-month,46.3
4,84.6,Month-to-month,360.1
68,19.6,Two year,1441.65
58,94.35,Two year,5563.65
1,24.4,Month-to-month,24.4
12,73.3,Month-to-month,828.05
72,114.3,Two year,8058.55
5,100.5,Month-to-month,514.0
20,19.7,One year,395.6
27,19.15,Month-to-month,537.35
31,84.75,Month-to-month,2613.4
70,97.65,One year,6982.5
67,69.35,One year,4653.25
3,50.4,Month-to-month,137.25
1,20.2,Month-to-month,20.2
28,54.4,One year,1516.6
29,19.85,One year,535.05
4,75.35,Month-to-month,338.1
50,79.6,Two year,4024.2
34,64.2,One year,2106.3
67,89.55,One year,6038.55
72,103.95,Two year,7517.7
4,99.6,Month-to-month,347.65
7,84.35,Month-to-month,609.65
47,103.7,One year,4730.6
11,51.0,Month-to-month,581.7
40,104.8,Month-to-month,4131.95
40,101.85,Month-to-month,4086.3
41,19.75,One year,806.95
31,94.5,Month-to-month,2979.2
62,23.4,Two year,1429.65
61,103.95,One year,6423.0
67,36.15,Two year,2434.45
72,24.3,Two year,1778.7
62,38.6,Two year,2345.55
2,69.6,Month-to-month,131.65
59,100.05,Two year,6034.85
4,56.4,Month-to-month,234.85
72,90.25,Two year,6369.45
70,64.95,One year,4551.5
71,24.5,Two year,1816.2
38,99.25,Month-to-month,3777.15
19,90.6,Month-to-month,1660.0
3,70.3,Month-to-month,208.85
4,58.5,Month-to-month,224.85
4,46.0,Month-to-month,193.6
18,95.15,Month-to-month,1779.95
51,24.6,One year,1266.4
13,84.6,Month-to-month,1115.2
3,80.35,Month-to-month,253.8
10,84.6,Month-to-month,865.55
61,99.4,Month-to-month,5943.65
12,19.8,One year,202.25
31,35.4,Month-to-month,1077.5
1,20.05,Month-to-month,20.05
72,65.55,Two year,4807.45
14,90.45,Month-to-month,1266.1
11,80.5,Month-to-month,896.9
56,94.8,One year,5264.3
31,81.15,Month-to-month,2640.55
4,19.65,Month-to-month,67.55
21,64.95,Month-to-month,1339.8
22,20.75,One year,452.35
1,69.75,Month-to-month,69.75
23,90.45,Month-to-month,2117.25
29,39.5,One year,1082.75
47,59.6,Two year,2754.0
65,109.4,Month-to-month,7227.45
1,29.9,Month-to-month,29.9
8,54.4,Month-to-month,475.1
24,83.15,One year,2033.05
9,83.85,Month-to-month,790.15
5,50.35,Month-to-month,237.25
25,89.7,Month-to-month,2187.55
2,68.95,Month-to-month,119.75
6,19.7,One year,94.45
41,19.5,One year,798.2
11,44.65,Month-to-month,472.25
29,99.05,Month-to-month,2952.85
30,19.55,One year,608.5
72,116.4,Two year,8543.25
70,97.55,Month-to-month,6669.05
25,54.1,Month-to-month,1373.0
12,29.2,Month-to-month,309.1
12,19.7,Month-to-month,220.35
63,107.5,One year,6873.75
47,98.75,Month-to-month,4533.7
72,99.15,Two year,7422.1
18,50.3,Month-to-month,908.75
71,84.8,One year,6046.1
1,75.3,Month-to-month,75.3
42,54.5,Month-to-month,2301.15
19,89.1,Month-to-month,1620.8
72,104.9,Two year,7732.65
70,113.65,Two year,7939.25
56,72.6,Two year,4084.35
46,45.55,Month-to-month,2062.15
2,20.1,Month-to-month,43.15
72,108.3,Two year,7679.65
69,84.9,Month-to-month,5785.65
1,19.9,Month-to-month,19.9
53,20.8,One year,1021.8
29,20.0,One year,599.3
35,49.2,Month-to-month,1701.65
9,88.05,Month-to-month,801.3
19,88.8,Month-to-month,1672.35
61,115.1,One year,6993.65
8,54.75,Month-to-month,438.05
29,100.55,Month-to-month,2878.75
72,108.4,Two year,7719.5
1,99.75,Month-to-month,99.75
7,66.85,Month-to-month,458.1
16,49.45,Month-to-month,799.0
21,26.05,Month-to-month,565.75
7,40.1,Month-to-month,293.3
7,89.5,Month-to-month,676.7
32,90.8,One year,3023.85
67,116.2,Two year,7752.3
67,109.4,One year,7281.6
24,54.6,One year,1242.25
17,21.1,Month-to-month,385.55
24,49.7,Month-to-month,1218.25
28,96.6,Month-to-month,2684.35
38,95.0,One year,3591.25
38,80.3,One year,3058.65
1,79.15,Month-to-month,79.15
72,103.4,Two year,7372.65
8,101.15,Month-to-month,842.9
62,89.8,Month-to-month,5629.55
67,88.4,One year,5798.3
18,20.25,Month-to-month,401.95
2,64.2,Month-to-month,143.65
33,34.05,One year,1113.95
71,24.4,Two year,1725.4
7,20.65,Month-to-month,155.9
5,69.7,Month-to-month,316.9
17,92.7,Month-to-month,1556.85
12,20.05,One year,267.0
50,108.75,Month-to-month,5431.9
45,50.9,Month-to-month,2298.55
56,98.6,Month-to-month,5581.05
59,75.95,Two year,4542.35
1,86.6,Month-to-month,86.6
1,80.8,Month-to-month,80.8
67,89.55,Month-to-month,6373.1
39,45.05,One year,1790.6
36,92.9,Two year,3379.25
72,70.45,Two year,5165.7
66,100.05,Month-to-month,6871.9
9,19.5,Month-to-month,178.85
68,25.8,Two year,1911.5
7,23.5,Month-to-month,173.0
1,19.75,Month-to-month,19.75
4,50.4,Month-to-month,206.6
39,73.15,Month-to-month,2730.85
7,20.65,One year,134.05
72,84.45,Two year,5899.85
46,101.0,Month-to-month,4680.05
61,98.45,One year,6145.2
20,19.7,One year,415.9
43,100.0,One year,4211.55
62,20.65,Two year,1218.45
69,46.25,Two year,3121.4
2,60.95,Month-to-month,134.6
32,81.1,Month-to-month,2619.25
10,104.4,Month-to-month,1081.45
68,99.55,Two year,6668.0
13,75.3,One year,989.45
2,53.85,Month-to-month,108.15
34,26.1,Two year,980.35
72,89.8,Two year,6510.45
64,104.65,One year,6889.8
60,20.55,Two year,1205.05
3,64.6,Month-to-month,174.2
2,70.35,Month-to-month,120.25
65,95.5,One year,6153.85
50,24.95,Two year,1261.45
63,81.15,One year,5224.5
60,89.45,Month-to-month,5294.6
22,26.25,Two year,605.9
8,80.65,Month-to-month,633.3
23,73.65,Month-to-month,1642.75
4,73.9,Month-to-month,280.85
2,19.2,Month-to-month,37.2
20,20.35,Month-to-month,442.6
0,80.85,Two year,0.0
2,19.6,Month-to-month,35.85
62,25.8,Two year,1563.95
14,80.35,Month-to-month,1058.1
56,19.55,Two year,1080.55
34,94.25,Month-to-month,3217.55
63,90.45,One year,5825.5
49,35.8,One year,1782.0
34,100.85,Month-to-month,3527.3
1,44.05,Month-to-month,44.05
72,90.8,Two year,6397.6
13,49.95,Month-to-month,587.45
68,83.0,One year,5685.8
4,70.4,Month-to-month,281.0
18,55.2,Month-to-month,1058.1
19,99.95,Month-to-month,1931.75
40,79.2,Month-to-month,3233.85
14,19.5,One year,272.0
46,44.95,Month-to-month,2168.9
1,84.85,Month-to-month,84.85
8,65.45,Month-to-month,554.45
23,59.7,Two year,1414.2
56,73.25,Two year,4054.2
3,84.3,Month-to-month,235.05
55,64.75,Two year,3617.1
4,49.25,Month-to-month,208.45
72,65.2,Two year,4784.45
17,19.4,Two year,358.05
65,99.05,Two year,6416.7
1,20.2,Month-to-month,20.2
52,80.2,One year,4297.6
25,19.9,One year,510.8
58,94.3,One year,5610.15
71,47.6,Two year,3377.8
3,73.6,Month-to-month,232.5
17,66.7,Month-to-month,1077.05
1,70.35,Month-to-month,70.35
17,80.5,Month-to-month,1336.9
13,54.15,One year,701.05
1,69.55,Month-to-month,69.55
29,58.75,One year,1696.2
57,112.95,Two year,6465.0
12,51.25,Month-to-month,612.1
13,90.5,Month-to-month,1201.15
53,24.6,Two year,1279.0
57,59.75,Two year,3450.15
65,106.25,One year,6979.8
4,60.4,Month-to-month,272.15
13,54.8,Month-to-month,731.3
8,19.05,Two year,201.7
60,106.15,Month-to-month,6411.25
15,88.15,Month-to-month,1390.6
1,69.5,Month-to-month,69.5
4,20.15,Month-to-month,84.5
34,30.4,One year,938.65
1,44.55,Month-to-month,44.55
35,108.35,One year,3726.15
2,55.3,Month-to-month,108.65
34,20.65,Month-to-month,716.4
15,19.8,One year,304.6
42,66.4,Month-to-month,2727.8
70,19.7,One year,1341.5
34,78.95,One year,2647.2
1,20.1,Month-to-month,20.1
42,79.35,Month-to-month,3344.1
1,19.25,Month-to-month,19.25
57,53.45,One year,3053.0
14,64.7,Month-to-month,941.0
10,56.75,Month-to-month,503.25
22,65.25,One year,1441.8
15,19.75,Month-to-month,297.3
60,24.15,One year,1505.9
9,99.45,Month-to-month,919.4
59,61.35,One year,3645.5
34,106.35,Month-to-month,3549.25
1,100.25,Month-to-month,100.25
48,97.05,One year,4692.95
71,89.9,Two year,6457.15
71,59.7,Two year,4122.65
9,44.2,Month-to-month,403.35
10,24.5,Month-to-month,270.15
72,115.05,Two year,8405.0
3,29.8,Month-to-month,94.4
57,53.75,Month-to-month,3196.0
35,56.85,Month-to-month,1861.1
50,69.5,Two year,3418.2
9,85.5,Month-to-month,791.7
12,49.2,Month-to-month,571.15
60,97.95,One year,5867.0
46,30.3,Month-to-month,1380.1
12,33.6,One year,435.45
11,53.8,One year,651.55
39,40.6,Month-to-month,1494.5
50,103.7,Month-to-month,5071.05
19,86.85,Month-to-month,1564.4
72,104.9,Two year,7559.55
7,95.6,Month-to-month,644.35
37,67.45,One year,2443.3
31,25.75,Two year,755.6
1,69.95,Month-to-month,69.95
72,111.65,Two year,7943.45
32,61.4,Month-to-month,1864.65
46,72.8,Month-to-month,3249.4
27,95.6,Month-to-month,2595.25
69,20.55,One year,1403.1
4,88.85,Month-to-month,372.45
14,92.9,Month-to-month,1337.45
32,19.75,One year,624.15
67,19.45,One year,1195.95
1,19.75,Month-to-month,19.75
43,90.65,One year,3882.3
21,19.95,Month-to-month,416.4
2,49.25,Month-to-month,97.0
12,49.85,Two year,552.1
28,35.75,Month-to-month,961.4
30,104.1,Month-to-month,3121.1
16,89.05,Month-to-month,1448.6
31,79.45,One year,2587.7
14,59.45,Month-to-month,780.85
72,109.75,Two year,8075.35
53,20.9,Two year,1146.05
68,39.9,Month-to-month,2796.35
50,89.7,Two year,4304.5
70,105.55,One year,7195.35
65,59.8,Two year,3808.2
1,70.5,Month-to-month,70.5
36,94.8,Month-to-month,3565.65
57,58.75,Month-to-month,3437.45
9,88.4,Month-to-month,788.6
3,54.7,Month-to-month,169.45
19,24.9,Two year,467.7
68,118.6,Two year,7990.05
29,95.9,Month-to-month,2745.2
17,82.65,Month-to-month,1470.05
71,115.05,Two year,8016.6
1,89.15,Month-to-month,89.15
49,79.3,Two year,3902.45
13,84.45,Month-to-month,1058.6
39,100.45,Two year,3801.7
49,20.45,Two year,1024.65
22,84.75,Month-to-month,1816.75
61,68.05,Two year,4158.25
1,20.55,Month-to-month,20.55
2,104.4,Month-to-month,242.8
7,20.05,One year,96.8
71,25.45,Two year,1789.65
17,19.95,One year,310.6
3,75.85,Month-to-month,256.6
72,24.75,Two year,1777.6
40,55.8,One year,2283.3
14,20.05,Month-to-month,299.3
65,108.05,One year,7118.9
47,100.5,Month-to-month,4707.1
25,20.15,Month-to-month,536.35
2,72.6,Month-to-month,154.3
46,59.9,One year,2816.65
55,21.0,Two year,1210.3
63,109.85,Month-to-month,7002.95
62,86.1,Two year,5215.25
48,45.3,Month-to-month,2145.0
18,78.2,Month-to-month,1468.75
71,86.4,Two year,6172.0
35,89.65,Month-to-month,3161.6
27,56.7,Month-to-month,1652.95
68,92.2,Two year,6392.85
3,20.4,Month-to-month,63.15
39,20.7,Two year,762.45
53,94.45,One year,5042.75
28,90.1,One year,2598.95
5,74.65,Month-to-month,383.65
10,19.75,Month-to-month,208.25
50,35.4,One year,1748.9
19,78.7,Month-to-month,1495.1
17,70.35,One year,1201.65
20,51.8,Month-to-month,1023.85
63,20.0,Two year,1209.25
72,86.65,Two year,6224.8
52,91.6,Two year,4627.8
59,19.5,Two year,1222.65
30,64.5,One year,1929.95
19,94.95,Month-to-month,1760.25
47,113.45,One year,5317.8
43,44.15,One year,1931.3
57,57.5,Two year,3265.95
59,54.15,Two year,3116.15
12,84.6,Month-to-month,1017.35
43,56.35,One year,2391.15
64,86.55,Two year,5632.55
6,19.85,Month-to-month,138.85
1,70.3,Month-to-month,70.3
17,25.15,Two year,412.6
60,106.0,One year,6441.4
72,114.05,Two year,8289.2
5,43.25,Month-to-month,219.0
65,109.3,Two year,7337.55
6,59.45,Month-to-month,357.6
4,74.4,Month-to-month,299.7
20,105.85,Month-to-month,2239.65
61,24.4,Two year,1417.9
65,105.25,Month-to-month,6786.4
72,115.55,Two year,8312.4
8,105.5,Month-to-month,829.55
12,74.05,One year,872.65
43,108.15,Month-to-month,4600.7
30,40.3,Month-to-month,1172.95
58,80.65,Month-to-month,4807.35
46,70.6,One year,3231.05
24,94.1,Month-to-month,2322.85
49,51.8,One year,2541.25
4,70.65,Month-to-month,293.85
10,49.55,One year,475.7
54,55.0,Month-to-month,3092.65
50,39.7,Two year,1932.75
48,82.05,One year,4029.95
30,85.15,Month-to-month,2555.9
3,64.5,Month-to-month,177.4
1,19.9,Month-to-month,19.9
48,45.55,Month-to-month,2108.35
29,66.1,Month-to-month,1912.15
3,20.0,Month-to-month,63.6
14,59.1,One year,772.85
49,101.55,Month-to-month,5070.4
69,19.4,Two year,1346.2
72,53.8,Two year,3952.45
66,58.2,Two year,3810.8
53,95.95,One year,5036.9
15,85.6,Month-to-month,1345.55
10,29.6,Two year,299.05
27,50.35,Month-to-month,1411.35
72,73.0,Two year,5265.2
21,54.6,Month-to-month,1125.2
1,54.75,Month-to-month,54.75
55,58.6,Two year,3068.6
58,20.3,Two year,1160.75
6,74.4,Month-to-month,434.1
12,19.7,One year,260.9
18,40.2,One year,711.95
3,70.3,Month-to-month,220.4
55,59.45,One year,3157.0
4,74.65,Month-to-month,301.4
10,34.7,Month-to-month,329.8
70,90.85,Month-to-month,6470.1
50,19.75,One year,989.05
72,24.3,Two year,1643.25
66,110.9,One year,7432.05
2,94.0,Month-to-month,181.7
44,77.55,One year,3471.1
56,24.9,One year,1334.0
6,49.5,Month-to-month,312.7
25,20.95,One year,495.15
6,20.6,One year,116.6
1,45.1,Month-to-month,45.1
53,106.1,One year,5769.75
14,105.95,One year,1348.9
66,54.65,Two year,3632.0
68,100.3,One year,6754.35
28,54.65,Month-to-month,1517.5
3,29.7,Month-to-month,91.7
24,94.6,Month-to-month,2283.15
9,40.75,Month-to-month,359.4
22,20.45,Month-to-month,471.55
56,105.45,Month-to-month,5916.95
21,45.65,Month-to-month,985.05
16,86.6,Month-to-month,1281.0
72,25.2,Two year,1798.9
1,44.95,Month-to-month,44.95
32,98.85,Month-to-month,3089.6
1,19.75,Month-to-month,19.75
25,19.05,Month-to-month,461.3
17,61.95,One year,1070.7
33,95.8,One year,3036.75
14,69.2,Month-to-month,944.65
72,65.5,Two year,4919.7
47,103.1,One year,4889.3
39,104.7,One year,4134.85
6,20.95,Month-to-month,109.5
11,20.6,One year,233.9
20,91.0,One year,1859.5
62,105.5,Month-to-month,6487.2
1,24.25,Month-to-month,24.25
34,40.55,Two year,1325.85
28,85.45,Month-to-month,2289.9
42,45.1,One year,2049.05
24,40.65,Month-to-month,933.3
55,73.1,Month-to-month,4144.9
36,84.75,Month-to-month,3050.15
24,55.65,Month-to-month,1400.55
25,65.8,Month-to-month,1679.65
33,20.1,One year,579.4
1,78.45,Month-to-month,78.45
2,70.35,Month-to-month,139.05
39,100.55,Two year,3895.35
55,54.55,Month-to-month,2978.3
72,71.45,Two year,5025.85
70,74.1,One year,5222.3
4,68.65,Month-to-month,261.25
7,85.2,Month-to-month,602.55
54,20.35,Two year,1092.35
31,104.2,Month-to-month,3243.45
60,74.85,One year,4456.35
1,50.15,Month-to-month,50.15
65,70.95,One year,4555.2
12,20.15,One year,260.7
72,65.1,Two year,4754.3
7,19.3,Month-to-month,144.95
44,85.15,Month-to-month,3670.5
7,89.0,Month-to-month,605.45
12,25.0,Month-to-month,316.2
62,60.15,Two year,3753.2
4,20.5,Month-to-month,77.6
5,64.0,Month-to-month,370.25
2,75.8,Month-to-month,160.75
1,70.3,Month-to-month,70.3
40,71.35,Month-to-month,2847.2
1,35.9,Month-to-month,35.9
25,19.6,One year,411.15
6,55.7,Month-to-month,335.65
41,74.25,Month-to-month,3089.1
9,50.1,Month-to-month,484.05
1,75.35,Month-to-month,75.35
22,76.0,One year,1783.6
38,89.1,One year,3342.0
23,99.25,Month-to-month,2186.4
60,76.95,Two year,4543.95
47,66.05,One year,3021.45
72,92.65,Two year,6733.0
70,106.05,Month-to-month,7554.05
1,70.6,Month-to-month,70.6
4,85.95,Month-to-month,381.3
8,75.6,Month-to-month,535.55
71,114.0,Two year,8175.9
2,80.2,Month-to-month,146.05
34,19.6,One year,678.8
40,80.0,Month-to-month,3168.75
20,19.4,Month-to-month,415.4
27,89.2,Month-to-month,2383.6
30,97.0,One year,3021.3
9,69.05,Month-to-month,651.5
3,94.9,Month-to-month,273.2
12,24.95,One year,280.4
71,85.75,Two year,6223.8
27,24.5,Two year,761.95
40,64.1,Month-to-month,2460.35
52,30.1,One year,1623.4
70,94.8,Two year,6859.05
3,70.7,Month-to-month,225.65
10,24.4,Month-to-month,253.9
7,19.25,Month-to-month,112.3
61,96.5,One year,5673.7
7,62.8,Month-to-month,418.3
72,104.9,One year,7537.5
1,20.45,Month-to-month,20.45
1,60.1,Month-to-month,60.1
3,77.0,Month-to-month,237.75
25,25.5,Two year,630.6
1,30.5,Month-to-month,30.5
33,79.15,One year,2531.4
32,79.5,Month-to-month,2665.0
52,24.55,Two year,1331.05
28,101.3,Month-to-month,2812.2
16,84.75,Month-to-month,1350.15
26,78.95,One year,2034.25
1,78.95,Month-to-month,78.95
58,82.5,Two year,4828.05
60,105.9,Month-to-month,6401.25
32,91.05,Month-to-month,2871.5
18,19.55,Month-to-month,389.25
1,95.45,Month-to-month,95.45
48,29.9,One year,1388.75
51,84.2,Month-to-month,4146.05
72,54.2,Two year,3937.45
23,81.0,Month-to-month,1917.1
5,81.3,Month-to-month,416.3
11,19.95,Month-to-month,214.75
52,104.2,Month-to-month,5568.35
41,50.05,One year,2029.05
63,81.55,Month-to-month,5029.05
61,106.2,Month-to-month,6375.2
12,89.15,Month-to-month,1057.55
1,90.6,Month-to-month,90.6
