tenure,MonthlyCharges,Contract,TotalCharges,Churn
70,80.15,Two year,5600.15,No
7,71.35,Month-to-month,515.75,No
0,20.25,Two year,0.0,No
2,90.35,Month-to-month,190.5,No
20,98.55,Month-to-month,1842.8,Yes
66,19.7,Two year,1253.8,No
3,19.85,Month-to-month,57.2,No
15,85.9,Month-to-month,1269.55,Yes
72,90.35,Two year,6563.4,No
1,20.8,Month-to-month,20.8,No
22,89.25,Month-to-month,1907.85,Yes
3,70.3,Month-to-month,208.85,Yes
72,66.85,Two year,4758.8,No
65,19.9,Two year,1292.6,No
11,35.8,Month-to-month,363.15,No
22,78.85,Month-to-month,1600.25,No
14,20.4,One year,275.7,No
41,74.25,Month-to-month,3089.1,No
17,64.8,One year,1175.6,No
11,20.45,Month-to-month,237.3,No
15,93.35,Month-to-month,1444.65,Yes
1,19.9,Month-to-month,19.9,Yes
5,88.9,Month-to-month,454.15,Yes
33,95.8,One year,3036.75,Yes
72,110.65,Two year,8065.65,No
3,40.3,Month-to-month,92.5,No
2,82.0,Month-to-month,184.65,Yes
59,107.0,One year,6152.3,No
2,45.35,Month-to-month,89.5,Yes
71,73.35,Two year,5154.5,No
5,44.8,Month-to-month,220.45,No
27,54.75,Month-to-month,1510.3,No
1,52.2,Month-to-month,52.2,Yes
63,40.6,One year,2588.95,No
46,110.0,One year,4874.8,Yes
72,55.3,Two year,3983.6,No
34,60.85,Month-to-month,2003.6,No
24,78.4,One year,1832.4,No
72,69.65,Two year,4908.25,No
60,59.85,Two year,3590.2,No
68,76.9,One year,5023.0,No
8,19.85,Two year,146.6,No
34,67.65,Two year,2339.3,No
6,45.0,Month-to-month,298.7,No
2,64.2,Month-to-month,143.65,No
31,81.7,One year,2548.65,No
20,25.55,Month-to-month,507.4,No
1,20.0,Month-to-month,20.0,No
62,96.75,One year,6125.4,Yes
70,75.65,Two year,5411.4,No
10,98.5,Month-to-month,1058.25,Yes
39,23.8,Two year,903.8,No
46,64.2,Two year,3009.5,No
6,85.35,Month-to-month,489.45,Yes
72,76.8,Two year,5468.45,No
18,55.2,Month-to-month,1058.1,No
71,108.55,Two year,7616.0,No
40,101.3,Month-to-month,4113.1,Yes
1,69.55,Month-to-month,69.55,Yes
58,103.25,One year,6017.65,Yes
70,104.0,Two year,7250.15,Yes
42,25.25,Two year,1108.2,No
34,30.4,One year,938.65,No
5,20.05,Month-to-month,94.15,No
25,84.6,Month-to-month,2088.05,No
2,86.2,Month-to-month,178.7,Yes
55,103.7,One year,5656.75,No
21,111.2,Month-to-month,2317.1,Yes
70,88.0,Two year,5986.45,No
61,106.35,Month-to-month,6751.35,No
43,79.15,Two year,3566.6,No
47,103.1,One year,4889.3,No
5,63.95,Month-to-month,318.1,No
62,25.8,Two year,1563.95,No
16,89.45,Month-to-month,1430.25,Yes
7,95.6,Month-to-month,644.35,Yes
14,25.55,Month-to-month,372.45,No
60,90.95,One year,5453.4,Yes
34,44.85,Month-to-month,1442.6,No
50,108.55,One year,5610.7,Yes
38,25.05,Two year,963.95,No
70,74.1,One year,5222.3,No
37,88.8,Month-to-month,3340.55,No
4,78.85,Month-to-month,292.8,Yes
60,93.25,Month-to-month,5774.55,No
62,71.4,One year,4487.3,No
1,44.4,Month-to-month,44.4,Yes
36,79.2,Month-to-month,2854.95,No
44,20.4,Two year,905.55,No
55,100.0,One year,5509.3,Yes
72,105.0,Two year,7589.8,No
12,19.8,One year,229.6,Yes
13,30.85,Month-to-month,394.1,No
1,89.9,Month-to-month,89.9,Yes
15,20.55,One year,295.95,No
65,84.85,Two year,5459.2,No
12,33.15,One year,444.75,No
72,92.0,Two year,6782.15,No
72,89.8,Two year,6510.45,No
72,115.8,Two year,8476.5,No
52,85.15,Two year,4461.85,No
2,24.85,Month-to-month,62.0,No
5,64.35,Month-to-month,352.65,No
68,20.5,Two year,1424.9,No
62,100.15,One year,6413.65,Yes
72,86.05,Two year,6309.65,No
1,50.8,Month-to-month,50.8,Yes
66,89.0,One year,5898.6,No
72,64.8,Two year,4719.75,No
26,19.8,One year,457.3,No
64,93.4,Two year,5822.3,No
20,73.65,Month-to-month,1463.5,Yes
3,95.1,Month-to-month,307.4,Yes
22,94.65,Month-to-month,2104.55,Yes
4,80.6,Month-to-month,319.15,Yes
62,39.0,Two year,2337.45,No
5,20.5,Month-to-month,104.3,No
59,85.55,One year,5084.65,Yes
3,26.4,Two year,121.25,No
72,98.2,Two year,7015.9,No
57,97.55,One year,5598.0,No
66,19.95,Two year,1269.1,No
60,50.8,Month-to-month,3027.4,Yes
45,99.7,Two year,4634.35,No
3,34.8,Month-to-month,113.95,No
15,105.1,Month-to-month,1582.75,Yes
51,60.15,One year,3077.0,No
60,64.75,One year,4039.5,No
33,54.65,Month-to-month,1665.2,No
10,110.1,Month-to-month,1043.3,Yes
26,19.3,One year,504.2,No
6,83.9,Month-to-month,497.55,Yes
67,111.25,One year,7511.65,No
49,35.8,One year,1782.0,No
1,20.05,Month-to-month,20.05,No
7,84.35,Month-to-month,609.65,No
27,110.5,One year,2857.6,No
37,91.2,One year,3247.55,No
63,100.55,Month-to-month,6215.35,Yes
31,89.3,Month-to-month,2823.0,No
50,103.85,Month-to-month,5017.9,Yes
32,81.1,Month-to-month,2619.25,No
1,24.6,Month-to-month,24.6,Yes
63,81.2,One year,4965.1,No
30,94.3,Month-to-month,2679.7,No
71,116.1,Two year,8310.55,No
53,105.55,Two year,5682.25,No
12,98.9,Month-to-month,1120.95,Yes
50,94.4,Month-to-month,4914.9,No
2,19.5,Month-to-month,27.55,No
9,98.3,Month-to-month,923.5,Yes
17,93.85,Month-to-month,1625.65,Yes
56,105.6,One year,6068.65,No
67,81.35,Two year,5398.6,No
9,100.5,Month-to-month,918.6,Yes
4,56.4,Month-to-month,234.85,No
19,65.35,One year,1231.85,No
8,19.95,Month-to-month,170.9,No
71,111.25,Two year,7984.15,No
10,72.85,Month-to-month,688.65,Yes
15,89.0,Month-to-month,1288.3,No
72,106.1,One year,7848.5,No
12,20.05,One year,267.0,No
72,25.2,Two year,1798.9,No
1,73.55,Month-to-month,73.55,Yes
23,75.4,Month-to-month,1643.55,No
72,65.55,Two year,4807.45,No
26,80.7,Month-to-month,2193.0,No
21,104.55,One year,2239.4,No
60,24.15,One year,1505.9,No
12,20.45,Month-to-month,255.35,No
16,75.4,Month-to-month,1189.4,No
63,79.7,One year,4786.15,No
22,81.7,Month-to-month,1820.9,No
32,76.3,Month-to-month,2404.15,No
3,79.4,Month-to-month,205.05,Yes
13,81.15,Month-to-month,952.3,Yes
68,103.75,Two year,7039.45,No
30,86.45,One year,2538.05,No
16,75.1,Month-to-month,1212.85,No
33,80.6,Two year,2651.1,No
72,19.3,Two year,1304.8,No
4,84.6,Month-to-month,360.1,Yes
12,33.6,One year,435.45,No
4,83.25,Month-to-month,308.05,No
0,80.85,Two year,0.0,No
6,79.05,Month-to-month,434.5,Yes
65,108.05,One year,7118.9,No
15,19.9,Month-to-month,320.45,No
24,21.05,One year,531.55,No
13,30.15,Month-to-month,382.2,No
24,79.85,Month-to-month,2001.0,No
72,65.5,Two year,4919.7,No
54,104.1,Month-to-month,5645.8,No
3,74.4,Month-to-month,215.8,Yes
4,20.5,Month-to-month,77.6,No
32,91.35,Month-to-month,2896.55,No
35,99.05,Month-to-month,3395.8,Yes
35,20.5,Two year,759.35,No
2,44.95,Month-to-month,85.15,Yes
8,75.6,Month-to-month,535.55,No
22,55.1,Month-to-month,1253.15,No
15,58.95,Month-to-month,955.15,No
22,95.1,Month-to-month,2162.6,No
1,44.7,Month-to-month,44.7,Yes
71,25.45,Two year,1813.35,No
4,56.75,Month-to-month,245.15,No
25,81.75,Month-to-month,2028.8,No
32,86.1,Month-to-month,2723.75,No
7,29.8,Month-to-month,220.45,No
17,20.5,One year,365.8,No
8,60.9,Month-to-month,551.95,No
56,73.25,Two year,4054.2,No
1,45.7,Month-to-month,45.7,Yes
8,100.3,Month-to-month,832.35,Yes
7,19.25,Month-to-month,112.3,Yes
3,20.85,Month-to-month,60.65,No
71,77.35,Two year,5550.1,No
2,96.0,Month-to-month,174.8,Yes
1,90.55,Month-to-month,90.55,Yes
49,93.85,Month-to-month,4733.1,No
58,70.1,Two year,4048.95,No
44,30.35,Month-to-month,1359.7,Yes
59,75.95,Two year,4542.35,No
71,108.05,Two year,7532.15,Yes
1,69.9,Month-to-month,69.9,Yes
11,75.25,Month-to-month,888.65,No
62,103.75,One year,6383.35,Yes
35,54.95,One year,1916.0,No
20,19.5,Month-to-month,413.0,No
40,19.6,Two year,808.95,No
39,47.85,One year,1886.4,No
1,86.6,Month-to-month,86.6,Yes
72,23.75,Two year,1679.25,No
33,80.6,Month-to-month,2656.5,Yes
12,43.8,Month-to-month,540.95,No
1,19.75,Month-to-month,19.75,No
27,19.15,Month-to-month,537.35,No
34,19.6,One year,678.8,No
56,80.3,Two year,4513.65,No
58,24.35,Two year,1423.85,No
22,25.25,Two year,555.4,No
10,26.1,Two year,225.55,No
13,20.0,Two year,268.45,No
35,85.3,Month-to-month,2917.5,Yes
34,70.0,Month-to-month,2416.1,Yes
4,94.3,Month-to-month,424.45,Yes
72,20.7,Two year,1492.1,No
2,70.3,Month-to-month,132.4,No
7,95.35,Month-to-month,660.9,Yes
27,75.5,Month-to-month,1893.95,Yes
4,69.55,Month-to-month,284.9,No
37,19.85,Two year,784.25,No
21,20.0,Month-to-month,417.7,No
53,95.85,One year,5016.25,No
18,90.1,Month-to-month,1612.75,Yes
2,68.95,Month-to-month,119.75,Yes
32,99.55,Month-to-month,3204.65,Yes
23,20.75,One year,485.2,No
3,50.15,Month-to-month,160.85,No
71,58.65,Two year,4145.25,No
9,95.9,Month-to-month,827.45,No
1,49.5,Month-to-month,49.5,No
18,57.45,Month-to-month,990.85,Yes
12,53.65,One year,696.35,Yes
71,80.1,Two year,5585.4,No
64,24.4,One year,1601.2,No
4,40.05,Month-to-month,162.45,No
23,19.5,Month-to-month,470.2,No
39,51.05,Month-to-month,2066.0,No
28,54.35,One year,1426.45,No
5,84.7,Month-to-month,392.5,No
45,86.1,Month-to-month,3861.45,No
37,70.35,Month-to-month,2552.9,No
60,110.0,Two year,6668.35,No
8,100.6,Month-to-month,819.4,Yes
47,94.9,One year,4615.25,No
26,83.75,Month-to-month,2070.6,Yes
3,88.3,Month-to-month,273.75,Yes
50,69.75,Month-to-month,3557.7,No
27,71.6,Month-to-month,1957.1,No
8,92.1,Month-to-month,729.95,Yes
62,23.65,Two year,1416.75,No
71,81.85,Two year,5924.4,No
66,25.1,Two year,1697.7,No
68,114.7,Two year,7849.85,No
13,49.15,Month-to-month,649.4,No
56,80.9,One year,4557.5,No
38,79.45,Month-to-month,3013.05,Yes
14,90.45,Month-to-month,1266.1,Yes
16,19.3,One year,360.35,No
14,70.2,Month-to-month,1046.5,No
32,69.75,Month-to-month,2347.9,Yes
8,54.25,One year,447.75,No
43,99.3,Month-to-month,4209.95,No
52,74.0,One year,3877.65,No
3,50.25,Month-to-month,152.3,No
29,19.8,One year,572.2,No
1,19.65,Month-to-month,19.65,Yes
12,43.65,Month-to-month,526.95,Yes
16,35.5,Month-to-month,552.7,No
40,80.75,One year,3208.65,No
5,39.5,Month-to-month,210.75,Yes
40,97.1,Month-to-month,3706.95,Yes
36,19.55,One year,620.75,No
5,80.0,Month-to-month,412.5,Yes
10,84.7,Month-to-month,832.05,Yes
2,89.55,Month-to-month,185.55,Yes
23,90.6,Month-to-month,1943.2,Yes
26,20.05,One year,505.9,No
72,112.4,Two year,8046.85,No
34,50.2,Month-to-month,1815.3,No
10,62.25,Month-to-month,612.95,No
14,55.7,One year,795.15,No
23,90.05,Month-to-month,2169.8,Yes
47,19.65,Two year,973.1,No
24,89.25,Month-to-month,2210.2,No
49,99.05,Month-to-month,4853.75,Yes
20,54.0,One year,1055.9,No
2,69.75,Month-to-month,144.55,Yes
2,49.05,Month-to-month,91.1,Yes
22,56.75,Two year,1304.85,No
7,98.05,Month-to-month,713.0,Yes
1,21.1,Month-to-month,21.1,No
59,96.65,Month-to-month,5580.8,No
58,24.5,One year,1497.9,No
41,114.5,Month-to-month,4527.45,Yes
59,79.2,Two year,4590.35,No
3,69.55,Month-to-month,200.2,No
32,20.05,Two year,614.45,No
46,98.85,Month-to-month,4564.9,No
0,25.75,Two year,0.0,No
2,80.95,Month-to-month,171.15,Yes
52,19.6,One year,1012.4,No
13,74.3,Month-to-month,940.35,Yes
11,89.7,Month-to-month,1047.7,Yes
32,87.65,Month-to-month,2766.4,No
17,100.45,Month-to-month,1622.45,Yes
16,74.75,Month-to-month,1129.35,No
51,107.45,One year,5680.9,No
29,75.35,One year,2243.9,No
70,64.95,Two year,4523.25,No
71,100.45,Two year,7159.7,No
41,68.5,One year,2839.95,No
1,80.55,Month-to-month,80.55,No
7,81.25,Month-to-month,580.1,No
25,90.4,One year,2178.6,Yes
67,89.55,One year,6038.55,No
5,55.7,Month-to-month,259.4,No
15,24.8,Month-to-month,324.15,No
20,20.0,Month-to-month,417.65,No
3,56.15,Month-to-month,168.15,Yes
54,105.2,One year,5637.85,No
42,19.55,One year,839.4,No
9,79.75,Month-to-month,769.1,No
63,97.45,Two year,6253.0,No
69,24.25,Two year,1641.8,No
69,24.6,Two year,1678.05,No
40,50.15,Month-to-month,2058.5,No
60,39.6,Two year,2424.5,No
4,94.4,Month-to-month,387.2,Yes
71,89.85,Two year,6293.45,No
37,78.95,Month-to-month,2839.65,Yes
32,98.85,Month-to-month,3145.9,No
39,53.85,Two year,2200.7,No
38,24.25,One year,914.4,No
52,89.45,Two year,4577.75,No
48,105.25,Month-to-month,4997.5,No
70,59.5,Two year,4144.8,No
20,70.55,Month-to-month,1493.55,No
50,82.5,One year,4179.1,No
19,44.85,One year,893.55,Yes
25,61.6,One year,1611.0,No
12,49.05,Month-to-month,593.05,No
39,105.65,Month-to-month,4284.8,Yes
7,74.65,Month-to-month,544.55,Yes
23,66.25,One year,1533.8,No
27,19.4,Month-to-month,529.8,No
47,86.05,Month-to-month,3865.6,No
26,19.15,Two year,515.75,No
14,64.7,Month-to-month,941.0,Yes
11,104.05,Month-to-month,1133.65,Yes
2,19.25,Month-to-month,48.35,No
26,81.95,Month-to-month,2070.05,No
72,114.65,Two year,8333.95,No
63,20.0,Two year,1209.25,No
71,19.8,Two year,1396.25,No
11,65.15,Month-to-month,723.35,No
14,19.65,One year,228.65,No
13,88.95,Two year,1161.75,No
6,20.2,Month-to-month,98.35,No
11,75.2,Month-to-month,775.3,No
18,56.8,Month-to-month,1074.65,No
1,35.55,Month-to-month,35.55,Yes
32,75.5,Month-to-month,2324.7,No
29,35.6,One year,1072.6,No
3,60.25,Month-to-month,170.5,No
2,95.15,Month-to-month,196.9,Yes
13,96.65,Month-to-month,1162.85,Yes
41,40.35,Month-to-month,1677.85,No
1,18.85,Month-to-month,18.85,No
7,54.85,Month-to-month,370.4,No
52,64.3,One year,3410.6,No
45,24.65,Two year,1138.8,No
70,76.1,Two year,5264.25,No
53,18.7,Two year,1005.7,No
62,97.95,One year,5936.55,No
60,94.1,Month-to-month,5475.9,No
3,80.4,Month-to-month,224.05,Yes
23,95.1,Month-to-month,2326.05,No
1,31.35,Month-to-month,31.35,Yes
67,72.35,One year,4991.5,No
12,89.75,Month-to-month,1052.4,Yes
71,82.7,Two year,5831.2,No
25,19.9,One year,510.8,No
5,53.8,Month-to-month,283.95,No
26,51.55,One year,1295.4,No
1,19.65,One year,19.65,No
70,44.05,One year,3011.65,No
72,114.0,Two year,8093.15,No
60,94.4,One year,5610.25,Yes
32,100.4,Month-to-month,3217.65,No
1,19.85,Month-to-month,19.85,Yes
14,54.25,One year,773.2,No
13,80.0,Month-to-month,1029.35,No
6,109.9,Month-to-month,669.45,Yes
46,79.2,Two year,3593.8,No
15,101.35,Month-to-month,1553.95,Yes
43,94.3,Month-to-month,3953.15,No
39,49.8,Two year,1971.15,No
21,60.05,Month-to-month,1236.15,Yes
57,53.75,Month-to-month,3196.0,No
53,93.45,One year,4872.2,No
18,87.9,Month-to-month,1500.5,No
1,60.15,Month-to-month,60.15,Yes
58,61.05,One year,3478.75,No
71,104.05,Two year,7413.55,No
35,99.25,One year,3532.0,No
3,85.7,Month-to-month,256.75,No
38,104.85,One year,3887.25,No
35,69.15,Two year,2490.15,No
7,90.45,Month-to-month,593.45,Yes
47,74.45,Two year,3510.3,No
14,50.45,Month-to-month,765.45,No
20,60.0,Month-to-month,1259.35,No
66,85.25,Two year,5538.35,No
15,19.45,Month-to-month,340.85,No
42,20.75,Two year,844.45,No
17,78.9,Month-to-month,1348.95,No
37,104.5,One year,3778.0,No
12,49.4,Month-to-month,611.65,No
53,94.25,One year,4867.95,Yes
60,25.0,Two year,1505.05,No
18,25.55,Month-to-month,467.85,No
1,74.9,Month-to-month,74.9,Yes
3,70.15,Month-to-month,194.2,No
9,69.4,Month-to-month,571.45,No
1,80.25,Month-to-month,80.25,Yes
56,93.15,One year,5253.95,No
17,69.0,Month-to-month,1149.65,Yes
11,66.35,Month-to-month,740.8,Yes
7,69.55,Month-to-month,521.35,No
69,20.2,Two year,1412.65,No
19,86.0,Month-to-month,1532.45,Yes
3,80.3,Month-to-month,250.05,Yes
54,20.4,Two year,1090.6,No
62,23.75,One year,1446.8,No
24,90.55,Month-to-month,2282.55,Yes
62,70.45,Month-to-month,4300.45,No
17,65.75,Month-to-month,1111.2,No
9,24.6,Month-to-month,190.1,No
64,69.25,Two year,4447.75,No
2,75.9,Month-to-month,143.35,Yes
1,45.85,Month-to-month,45.85,Yes
16,49.95,Month-to-month,810.2,Yes
72,24.65,Two year,1830.05,No
30,90.4,One year,2820.65,No
49,100.85,Month-to-month,4847.35,No
61,75.35,Two year,4729.3,No
47,87.2,Month-to-month,4017.45,No
20,64.4,Month-to-month,1398.6,No
34,78.3,Month-to-month,2564.3,Yes
70,24.7,Two year,1685.9,No
54,105.85,One year,5826.65,No
61,98.3,One year,6066.55,No
3,76.95,Month-to-month,228.4,Yes
13,19.45,One year,270.2,No
16,96.15,Month-to-month,1529.2,Yes
3,58.7,Month-to-month,168.6,No
25,20.15,Month-to-month,536.35,No
30,64.5,Month-to-month,1888.45,No
21,28.5,Month-to-month,629.35,No
1,45.3,Month-to-month,45.3,Yes
15,19.4,Month-to-month,289.3,Yes
23,90.45,Month-to-month,2117.25,No
45,105.15,Month-to-month,4730.9,No
24,83.15,One year,2033.05,No
11,90.15,Month-to-month,987.95,Yes
1,45.05,Month-to-month,45.05,Yes
56,103.2,Two year,5744.35,No
1,75.8,Month-to-month,75.8,Yes
1,19.45,Month-to-month,19.45,No
7,79.3,Month-to-month,523.15,Yes
55,88.8,Two year,4805.3,No
2,30.9,Month-to-month,59.05,Yes
72,85.9,Two year,6110.75,No
45,34.2,One year,1596.6,No
47,20.15,Two year,1046.2,No
46,95.25,One year,4424.2,Yes
2,50.3,Month-to-month,92.75,No
2,80.15,Month-to-month,194.55,No
12,51.25,Month-to-month,612.1,No
68,89.6,Month-to-month,6127.6,Yes
69,95.2,Two year,6671.7,No
56,94.8,One year,5264.3,No
4,80.25,Month-to-month,303.7,No
64,76.1,Two year,4818.8,No
59,110.15,One year,6448.05,Yes
62,115.55,Two year,7159.05,No
63,24.65,Two year,1574.5,No
53,53.6,One year,2879.2,No
5,19.45,Month-to-month,86.05,No
49,88.2,Month-to-month,4159.45,No
62,101.15,Two year,6638.35,No
55,56.8,Two year,3112.05,No
71,99.4,Two year,7168.25,No
72,20.1,Two year,1326.25,No
36,60.7,One year,2234.55,No
25,20.95,One year,495.15,No
72,114.85,Two year,8317.95,No
36,19.25,One year,679.8,No
1,62.8,Month-to-month,62.8,No
72,105.5,Two year,7544.0,No
59,19.85,Two year,1188.25,No
7,89.5,Month-to-month,676.7,Yes
1,74.1,One year,74.1,No
30,107.5,Month-to-month,3242.5,No
64,19.55,Two year,1240.15,No
63,68.8,One year,4111.35,No
72,84.45,Two year,5899.85,No
8,75.0,Month-to-month,632.95,Yes
62,84.5,Two year,5193.2,No
67,111.2,Two year,7530.8,No
6,44.75,Month-to-month,270.95,Yes
70,80.6,Two year,5460.2,No
20,80.7,Month-to-month,1614.2,No
5,75.6,Month-to-month,402.5,No
24,57.6,One year,1367.75,No
11,44.05,Month-to-month,483.7,Yes
72,110.6,Two year,7962.2,No
66,58.2,Two year,3810.8,No
45,81.0,Two year,3533.6,No
69,19.7,Two year,1396.9,No
15,85.6,Month-to-month,1345.55,Yes
28,59.55,Month-to-month,1646.45,No
70,115.55,One year,8127.6,Yes
36,75.55,One year,2680.15,No
16,86.6,Month-to-month,1281.0,Yes
18,85.2,Month-to-month,1553.9,Yes
34,97.65,Month-to-month,3207.55,Yes
42,45.1,One year,2049.05,No
48,70.95,One year,3629.2,No
47,109.55,Month-to-month,5124.55,Yes
39,89.55,One year,3474.45,Yes
11,20.9,Two year,202.3,No
7,19.95,Month-to-month,147.5,No
3,24.6,Month-to-month,86.35,No
8,66.7,Month-to-month,579.0,No
1,19.45,Month-to-month,19.45,Yes
32,94.8,One year,3131.55,No
60,65.85,One year,3928.3,No
10,19.95,Month-to-month,187.75,No
71,24.65,Two year,1710.15,No
4,20.35,Month-to-month,76.35,Yes
1,69.25,Month-to-month,69.25,Yes
43,51.25,One year,2151.6,No
59,99.5,One year,5961.1,Yes
23,54.25,Month-to-month,1221.55,No
72,19.4,Two year,1496.45,No
22,56.25,One year,1292.2,No
1,25.15,Month-to-month,25.15,No
69,23.95,Two year,1713.1,No
50,35.4,One year,1748.9,No
1,25.2,Month-to-month,25.2,Yes
2,45.0,Month-to-month,96.45,Yes
15,75.35,Month-to-month,1114.55,No
31,20.4,Two year,609.1,No
1,20.15,Month-to-month,20.15,Yes
66,105.0,Month-to-month,7133.25,Yes
0,56.05,Two year,0.0,No
3,54.7,Month-to-month,169.45,Yes
8,20.0,Two year,141.6,No
64,73.05,One year,4688.65,No
28,20.5,Month-to-month,563.05,No
57,100.75,One year,5985.0,No
14,87.25,Month-to-month,1258.6,Yes
19,19.95,Two year,373.5,No
10,79.95,Month-to-month,857.2,Yes
51,49.65,Month-to-month,2553.35,No
67,65.65,Two year,4322.85,No
11,20.45,Month-to-month,250.8,No
72,60.95,Two year,4549.05,No
66,20.35,One year,1359.5,No
18,88.35,Month-to-month,1639.3,Yes
9,19.5,Month-to-month,178.85,No
9,75.2,Month-to-month,633.85,No
48,111.45,Month-to-month,5315.1,No
10,70.15,Month-to-month,735.5,No
9,94.75,Month-to-month,889.9,Yes
13,95.05,Month-to-month,1290.0,Yes
4,78.45,Month-to-month,330.05,Yes
4,70.2,Month-to-month,237.95,Yes
72,92.0,Two year,6474.4,No
51,85.5,Two year,4421.95,No
59,41.05,Month-to-month,2452.7,Yes
10,85.6,Month-to-month,813.85,Yes
61,82.15,Month-to-month,4904.85,No
54,84.4,One year,4484.05,No
33,60.9,Month-to-month,2033.85,No
27,20.25,Two year,538.2,No
1,79.2,Month-to-month,79.2,Yes
23,95.3,Month-to-month,2192.9,No
1,19.85,Month-to-month,19.85,No
45,84.35,Two year,3858.05,No
39,19.85,Two year,854.8,No
5,70.0,One year,347.4,Yes
72,82.3,Two year,5815.15,No
58,66.8,Month-to-month,3970.4,No
70,44.6,Two year,3058.15,No
61,98.45,One year,6145.2,No
2,70.7,Month-to-month,129.2,No
46,24.95,One year,1165.9,No
1,49.95,Month-to-month,49.95,Yes
22,69.25,Month-to-month,1554.0,Yes
48,102.5,Two year,4904.25,No
64,86.55,Two year,5632.55,No
72,24.3,Two year,1643.25,No
12,58.35,Month-to-month,740.55,No
34,94.25,Month-to-month,3217.55,Yes
72,68.75,Two year,4888.2,No
29,85.8,Month-to-month,2440.25,No
33,20.1,One year,620.55,No
1,20.35,Month-to-month,20.35,No
62,110.8,One year,6840.95,No
41,73.0,One year,3001.2,Yes
64,100.05,One year,6254.2,Yes
4,82.85,Month-to-month,319.6,No
24,84.35,Month-to-month,1938.05,No
14,19.55,One year,294.5,No
3,19.95,Month-to-month,58.3,No
4,99.8,Month-to-month,442.85,Yes
18,35.0,Month-to-month,553.0,Yes
8,66.25,Month-to-month,546.45,No
35,23.3,Two year,797.1,No
1,76.0,Month-to-month,76.0,Yes
66,25.3,Two year,1673.8,No
8,44.55,Two year,343.45,No
71,104.1,One year,7412.25,No
